,상호명,상권업종소분류코드,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,위도,경도
324105,60계치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 동일로198길 75,37.6299157788915,127.075643198613
324106,푸라닭치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로214길 21,37.650420704455705,127.062742160448
324107,굿통치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 통일로68길 3,37.612204592363,126.92895740963999
324268,김주부후라이드를튀기다,Q05A08,후라이드/양념치킨,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로32길 31-6,37.5549782839149,126.93176892746
324269,옛날통닭,Q05A08,후라이드/양념치킨,서울특별시,양천구,목3동,목동,서울특별시 양천구 목동중앙남로 100,37.542773686433,126.86371945016501
324270,목동닭집,Q05A08,후라이드/양념치킨,서울특별시,양천구,목4동,목동,서울특별시 양천구 목동중앙남로 39-1,37.5373950024196,126.866584582471
324271,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월7동,신월동,서울특별시 양천구 지양로 87,37.522815475331996,126.832289684693
324272,페리카나,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양2동,가양동,서울특별시 강서구 양천로57길 10-11,37.563158749427096,126.852917219743
324273,야들리애치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,공항동,마곡동,서울특별시 강서구 마곡중앙1로 26,37.5586198010646,126.823842314146
324274,푸라닭치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥5동,시흥동,서울특별시 금천구 금하로23길 40,37.453095257480996,126.908908151128
324275,60계치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,문정1동,문정동,서울특별시 송파구 송이로32길 37,37.4870682010606,127.12721654651001
324276,60계치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,위례동,장지동,서울특별시 송파구 위례광장로 136,37.4772499141621,127.142435872182
324277,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,영등포동,영등포동8가,서울특별시 영등포구 영중로 119,37.5268383907176,126.905164955366
324278,훌랄라숯불치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 여의대방로69길 7,37.5197517716018,126.93124190887801
324279,KFC,Q05A08,후라이드/양념치킨,서울특별시,동작구,흑석동,흑석동,서울특별시 동작구 흑석로 94,37.507258397524,126.95996799772
324317,닭날다,Q05A08,후라이드/양념치킨,서울특별시,마포구,합정동,합정동,서울특별시 마포구 월드컵로 45-1,37.553397374312,126.911589677957
324318,국민35통닭,Q05A08,후라이드/양념치킨,서울특별시,마포구,망원2동,망원동,서울특별시 마포구 월드컵로25길 31,37.5580403185259,126.906021482491
324319,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,망원2동,망원동,서울특별시 마포구 월드컵로 111,37.5581478021524,126.907898740235
324320,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,목4동,목동,서울특별시 양천구 목동중앙본로 35,37.5392764679951,126.86922652608101
324321,푸라닭,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월4동,신월동,서울특별시 양천구 오목로 19,37.5216446997506,126.83966116
324322,고바우통닭,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월6동,신월동,서울특별시 양천구 신월로 160,37.5175634775317,126.84154560040001
324323,등촌누룽지통닭구이,Q05A08,후라이드/양념치킨,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 공항대로59길 29,37.552971154706896,126.863485414173
324324,60계치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 등촌로 17,37.53158019514311,126.86344804199699
324325,양계장집아들,Q05A08,후라이드/양념치킨,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로 136,37.577342630705296,126.81298530905501
324382,치킨플러스,Q05A08,후라이드/양념치킨,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 통일로78길 13,37.6183019291171,126.923715988051
324574,치킨뱅이,Q05A08,후라이드/양념치킨,서울특별시,마포구,서강동,창전동,서울특별시 마포구 독막로 147-6,37.5478187960722,126.930196237362
324810,교촌치킨거여가락1호,Q05A08,후라이드/양념치킨,서울특별시,송파구,가락2동,가락동,서울특별시 송파구 문정로 143,37.4924820774682,127.13558971401001
324856,딱꼬치는닭강정,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로 420,37.502486363371794,127.05025350460501
325020,은혜닭집,Q05A08,후라이드/양념치킨,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 초원로16길 71,37.564291491512606,126.815252508827
325131,노원구사다리차,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로213길 77,37.6477767166062,127.057721324617
325136,오븐에빠진닭,Q05A08,후라이드/양념치킨,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 552,37.5434179850544,127.10521769350001
325166,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,당산2동,당산동6가,서울특별시 영등포구 당산로49길 9,37.535593357139504,126.901914074405
325200,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로207길 18,37.644451944901796,127.062250589315
325261,처갓집치킨,Q05A08,후라이드/양념치킨,서울특별시,강북구,인수동,수유동,서울특별시 강북구 인수봉로72길 79,37.6436518335721,127.014929666796
325262,처갓집통닭,Q05A08,후라이드/양념치킨,서울특별시,도봉구,창4동,창동,서울특별시 도봉구 덕릉로 398,37.6457665444039,127.053112066808
325381,멕시카나치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 암사길 28-1,37.551658778590294,127.132473468204
325409,돈치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로45길 13,37.55185287877529,127.09119637727699
325812,치킨마루,Q05A08,후라이드/양념치킨,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 통일로 796,37.6163290785812,126.925737992867
325905,위드치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,우장산동,화곡동,서울특별시 강서구 화곡로31길 49,37.544405390346896,126.84063244198299
326039,노랑통닭,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초3동,서초동,서울특별시 서초구 서초중앙로 125,37.4930026170105,127.013406047413
326064,수정,Q05A08,후라이드/양념치킨,서울특별시,강동구,천호2동,천호동,서울특별시 강동구 구천면로21길 32,37.5423380677028,127.12584842833
326081,치킨마루,Q05A08,후라이드/양념치킨,서울특별시,강북구,삼양동,미아동,서울특별시 강북구 솔샘로 251,37.619740557676295,127.020603240511
326089,리킨치킨,Q05A08,후라이드/양념치킨,서울특별시,종로구,종로1.2.3.4가동,낙원동,서울특별시 종로구 종로17길 52,37.5724178893406,126.988541022466
326248,본스치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,염창동,염창동,서울특별시 강서구 공항대로81길 12,37.547891148777,126.876859627747
326321,하늘본닭강남터,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 서운로9길 50,37.4858069710231,127.026899984868
326727,미스신두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계3동,월계동,서울특별시 노원구 마들로 127,37.6268060341134,127.065202569593
326791,익선닭강정,Q05A08,후라이드/양념치킨,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 361,37.5484238574589,127.069724520217
326854,군치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로39길 6,37.5455773896045,126.862002080417
326902,또래오래,Q05A08,후라이드/양념치킨,서울특별시,도봉구,방학3동,방학동,서울특별시 도봉구 시루봉로 101,37.6598390854644,127.027443650574
327016,치킨보이,Q05A08,후라이드/양념치킨,서울특별시,강동구,성내2동,성내동,서울특별시 강동구 천호대로168가길 21,37.5352223777386,127.13109112292601
327027,파리스치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,삼성2동,삼성동,서울특별시 강남구 삼성로103길 23,37.5098680357675,127.052750221078
327061,맥켄치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,회현동,남창동,서울특별시 중구 퇴계로6길 6,37.557893460913704,126.97812084068501
327068,꿀삐닭강정,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로86길 6-6,37.5027399062119,127.050408633027
327487,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,종로구,혜화동,명륜3가,서울특별시 종로구 성균관로 25-1,37.5858273961354,126.99510782486
327748,코리안숯불닭바베큐,Q05A08,후라이드/양념치킨,서울특별시,송파구,방이1동,방이동,서울특별시 송파구 위례성대로18길 30,37.5097303225646,127.124837567187
327796,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,영등포동,영등포동8가,서울특별시 영등포구 영중로 138-1,37.5286486165952,126.90604359958799
328005,락꼬꼬,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로39길 50,37.5056880036095,127.04057644382601
328061,또봉이통닭,Q05A08,후라이드/양념치킨,서울특별시,동작구,상도4동,상도동,서울특별시 동작구 양녕로29길 7,37.499046068099204,126.943298819642
328075,치킨주막,Q05A08,후라이드/양념치킨,서울특별시,성북구,장위2동,장위동,서울특별시 성북구 화랑로33길 40,37.6119992591045,127.05468435560101
328233,푸드바스켓치킨스타대,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 남부순환로 2921,37.493488714835294,127.05975360507601
328253,무스치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,왕십리2동,하왕십리동,서울특별시 성동구 왕십리로 347,37.5633329311716,127.03122379027799
328257,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,휘경1동,휘경동,서울특별시 동대문구 망우로 47,37.5892969611193,127.058560986562
328332,흥부가반해버리고놀부가기절한닭,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥4동,시흥동,서울특별시 금천구 독산로40길 7,37.4598019268394,126.90531795743799
328383,치킨맘,Q05A08,후라이드/양념치킨,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 연서로 309,37.623127782682296,126.927271408946
328527,60계닭,Q05A08,후라이드/양념치킨,서울특별시,강남구,개포2동,개포동,서울특별시 강남구 삼성로 38,37.4886790644454,127.066824789888
328635,엠케이치킨,Q05A08,후라이드/양념치킨,서울특별시,동작구,상도3동,상도동,서울특별시 동작구 성대로6사길 27-18,37.493262910387294,126.93844980851802
328783,꼬담꼬담닭강정,Q05A08,후라이드/양념치킨,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 양녕로1길 46,37.4837341902467,126.943966797477
328846,삼성치킨,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 도림천로 448,37.4855945978597,126.89902799963998
328958,치킨매니아상계5호점,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계1동,상계동,서울특별시 노원구 동일로 1593,37.670701285422396,127.055753885798
329352,또봉이통닭,Q05A08,후라이드/양념치킨,서울특별시,구로구,개봉1동,개봉동,서울특별시 구로구 경인로33다길 34,37.4999342249872,126.849338772442
329359,서울둘둘치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,용강동,용강동,서울특별시 마포구 토정로 277,37.5421822501957,126.94063079768101
329387,치코치코,Q05A08,후라이드/양념치킨,서울특별시,중구,신당동,신당동,서울특별시 중구 다산로29길 67,37.562000362307,127.01069717515101
329397,둘둘치킨에스와이카,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월1동,신월동,서울특별시 양천구 곰달래로 46,37.529781710969296,126.837894599721
329402,와커락치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,대림2동,대림동,서울특별시 영등포구 디지털로53길 13,37.491707331774705,126.90038572828999
329583,마피아치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54가길 4,37.537652138527,127.00189886033999
329616,호치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,장안1동,장안동,서울특별시 동대문구 장한로26길 55,37.5716099290605,127.074575673558
329629,마파치킨사당역점,Q05A08,후라이드/양념치킨,서울특별시,동작구,사당1동,사당동,서울특별시 동작구 동작대로3길 28,37.4784907364693,126.979938004352
329680,또래치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,제기동,제기동,서울특별시 동대문구 왕산로37길 37,37.5816189439814,127.043848590635
329804,멕시칸치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암로16길 22,37.591334228456,126.919790309988
329928,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,우장산동,화곡동,서울특별시 강서구 화곡로27가길 1,37.542387158447596,126.840641065501
330009,범양냉동전기,Q05A08,후라이드/양념치킨,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현로2안길 2,37.5584015130855,126.956880688281
330203,MUSICSHOWER,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초3동,서초동,서울특별시 서초구 서초대로50길 94,37.489021900828796,127.01363933175
330245,또바기치킨,Q05A08,후라이드/양념치킨,서울특별시,중랑구,면목2동,면목동,서울특별시 중랑구 동일로99길 25,37.587768451721296,127.078383955114
330253,옛날통닭5500,Q05A08,후라이드/양념치킨,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 갈현로 261,37.620313049666294,126.916040809809
330271,쌀통닭,Q05A08,후라이드/양념치킨,서울특별시,강동구,성내1동,성내동,서울특별시 강동구 성내로8길 22,37.5287016423012,127.122952811077
330369,호식이두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,신당5동,신당동,서울특별시 중구 퇴계로88길 52,37.5635733363301,127.01995809390101
330615,엉터리통닭,Q05A08,후라이드/양념치킨,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 38-1,37.5396299740852,126.990771959606
330819,맛닭꼬,Q05A08,후라이드/양념치킨,서울특별시,성북구,종암동,종암동,서울특별시 성북구 종암로21가길 4,37.5990812948172,127.033908683839
330896,치킨마루,Q05A08,후라이드/양념치킨,서울특별시,양천구,목2동,목동,서울특별시 양천구 목동중앙본로 67,37.541950210155,126.86898246010401
330900,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 254,37.548768376335396,127.0896494494
330954,다동골뱅이치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,명동,다동,서울특별시 중구 남대문로9길 20,37.566851077870396,126.98139437137199
331350,오마이치킨성북역,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계1동,월계동,서울특별시 노원구 석계로 98-1,37.6234932127463,127.061041259303
331436,네네치킨중계2동점,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로207길 18,37.644451944901796,127.062250589315
331492,멕시칸치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창원로69길 5,37.5414399249415,126.96154151668999
331496,노랑통닭수유점,Q05A08,후라이드/양념치킨,서울특별시,강북구,수유3동,수유동,서울특별시 강북구 노해로8가길 31,37.639442286168396,127.023392613906
331568,무네치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로19길 7,37.5469115945079,127.073353340604
331610,치킨마루,Q05A08,후라이드/양념치킨,서울특별시,서초구,양재1동,우면동,서울특별시 서초구 바우뫼로7길 27,37.471260910182295,127.024352723239
331709,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 잠원로12길 4,37.5181271039685,127.012702043909
331784,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,정릉4동,정릉동,서울특별시 성북구 보국문로 75,37.6109728178495,127.00865566874901
331849,치킨투고,Q05A08,후라이드/양념치킨,서울특별시,금천구,독산4동,독산동,서울특별시 금천구 독산로70길 19,37.466681346555,126.90287763333099
332002,노랑통닭,Q05A08,후라이드/양념치킨,서울특별시,영등포구,당산1동,당산동3가,서울특별시 영등포구 국회대로34길 13,37.5262527779148,126.897423821361
332008,날라리치킨펍,Q05A08,후라이드/양념치킨,서울특별시,중랑구,망우본동,망우동,서울특별시 중랑구 용마산로115길 109,37.597441516093,127.09414141111799
332118,치킨뱅이카,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월3동,신월동,서울특별시 양천구 남부순환로40길 2,37.535145896471,126.828171240569
332179,경향신문,Q05A08,후라이드/양념치킨,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 회기로25길 107,37.594320392602796,127.05801077793501
332228,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 은평로 82,37.5990750929559,126.916949207202
332248,치킨뱅이,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로86길 15,37.503518098472206,127.050817251518
332253,삼통치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 봉은사로2길 37,37.5022215196803,127.02657388871599
332334,윤사부치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암로21길 8,37.5941483478073,126.91715650173799
332371,오븐마루,Q05A08,후라이드/양념치킨,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 이문로 88-13,37.5949473951689,127.059803383668
332574,둘둘치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,황학동,황학동,서울특별시 중구 퇴계로 449-23,37.5659008736123,127.022474494505
332702,꼬꼬닭치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 통일로 804,37.6161123784228,126.92469902205099
332718,멕시카나치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 천장산로 12,37.5981550561088,127.05979699552
332722,뉴멕시칸참숯바베큐,Q05A08,후라이드/양념치킨,서울특별시,강북구,수유2동,수유동,서울특별시 강북구 노해로 90,37.643476696315105,127.023124502537
332837,깐부치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 삼성로85길 43,37.5041824607465,127.053885222239
332866,푸다기,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로5나길 21,37.5283675714073,126.847137189554
332937,치킨버스,Q05A08,후라이드/양념치킨,서울특별시,마포구,서교동,서교동,서울특별시 마포구 잔다리로 14,37.550957579369005,126.92162953795601
333127,씨에프바베큐치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,대학동,신림동,서울특별시 관악구 대학6길 14,37.469055893354,126.93691562551001
333138,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 봉은사로48길 27,37.5077728810382,127.04211064556299
333172,우주과학,Q05A08,후라이드/양념치킨,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 경희대로4길 73,37.5913871070022,127.056269974214
333176,빠삭치킨,Q05A08,후라이드/양념치킨,서울특별시,중랑구,망우본동,망우동,서울특별시 중랑구 양원역로 9,37.601503251667296,127.108078524488
333188,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,신정7동,신정동,서울특별시 양천구 목동서로 411,37.5151844565585,126.859104196537
333324,대박치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로30길 17,37.5399100194047,127.067578496853
333390,바삭바삭,Q05A08,후라이드/양념치킨,서울특별시,서초구,반포1동,반포동,서울특별시 서초구 강남대로 545-15,37.510145436455105,127.020476109
333630,치킨뱅이,Q05A08,후라이드/양념치킨,서울특별시,성북구,삼선동,삼선동1가,서울특별시 성북구 삼선교로10가길 9,37.5868176128308,127.008851566814
333720,모모닭강정,Q05A08,후라이드/양념치킨,서울특별시,은평구,대조동,대조동,서울특별시 은평구 서오릉로 100,37.6089233685563,126.920883753426
333887,B.B.Q치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 나루터로4길 28,37.5113092838619,127.01200006850901
333936,한앤둘치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,청파동,서계동,서울특별시 용산구 청파로85길 27,37.55251232849,126.967544591678
333991,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,신길7동,신길동,서울특별시 영등포구 여의대방로 177,37.502900525905105,126.921144904157
334029,자담치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 월드컵북로 162-4,37.5669489641786,126.91061146885599
334127,마미치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 삼성로 212,37.4996105819766,127.065897098053
334128,통닭가,Q05A08,후라이드/양념치킨,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 은천로 45-1,37.486279287216,126.940403054564
334212,처갓집양념통닭삼전동,Q05A08,후라이드/양념치킨,서울특별시,송파구,삼전동,삼전동,서울특별시 송파구 백제고분로32길 28,37.5000241166985,127.09470886617399
334290,대신금속,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로2동,구로동,서울특별시 구로구 경인로55길 61,37.504451629562794,126.875870770711
334340,동키치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실3동,잠실동,서울특별시 송파구 송파대로 567,37.5131306848918,127.093034822493
334375,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,청룡동,봉천동,서울특별시 관악구 남부순환로214길 14,37.481017097552,126.947453563564
334526,부어치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,미성동,신림동,서울특별시 관악구 난우길 41,37.4761660507421,126.91716528095101
334599,치르치르,Q05A08,후라이드/양념치킨,서울특별시,종로구,혜화동,명륜4가,서울특별시 종로구 대학로11길 43,37.5824654873101,126.99922894163
334722,계림원누룽지통닭,Q05A08,후라이드/양념치킨,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 나루터로 58,37.5149059944648,127.01650000226299
334856,깐부치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,가산동,가산동,서울특별시 금천구 벚꽃로 278,37.479485536818,126.88462289465599
334861,치킨박사,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 석촌호수로12길 18,37.5089999320413,127.084352724111
335007,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,강북구,송중동,미아동,서울특별시 강북구 도봉로34길 39,37.622351717105495,127.030197858876
335118,충만치킨카페,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 선릉로89길 9,37.503365122251,127.048602408322
335149,통다리치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,신정3동,신정동,서울특별시 양천구 중앙로23길 28,37.517525883850105,126.85338989558201
335188,치킨매니아,Q05A08,후라이드/양념치킨,서울특별시,성북구,종암동,종암동,서울특별시 성북구 종암로9길 86,37.597686884656,127.033077386959
335189,땅땅치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,도림동,도림동,서울특별시 영등포구 도영로 66,37.510329605078894,126.900135208244
335190,또봉이통닭,Q05A08,후라이드/양념치킨,서울특별시,송파구,거여1동,거여동,서울특별시 송파구 성내천로 134,37.4989801553006,127.14320528291401
335192,상계데이케어센터,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계3.4동,상계동,서울특별시 노원구 덕릉로115나길 25,37.6680865040388,127.078309804132
335230,치킨생각,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥5동,시흥동,서울특별시 금천구 금하로23길 23,37.45230852462,126.908603115794
335358,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 442,37.5454107071075,127.07845301626001
335420,오븐에빠진닭,Q05A08,후라이드/양념치킨,서울특별시,중구,명동,을지로2가,서울특별시 중구 명동7길 21,37.564718713068295,126.98384574048599
335535,노랑통닭,Q05A08,후라이드/양념치킨,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 42,37.5425614467657,127.06901656152
335662,멕시카나치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,금호2.3가동,금호동2가,서울특별시 성동구 금호산길 67,37.554333737912,127.01949058294399
335785,호식이두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,세곡동,세곡동,서울특별시 강남구 헌릉로590길 63,37.4609879369064,127.10150979848801
335864,발빠닭,Q05A08,후라이드/양념치킨,서울특별시,관악구,서원동,신림동,서울특별시 관악구 남부순환로 1600-7,37.4838235513678,126.92887062625799
335937,노랑통닭,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 곰달래로 266,37.5320574258854,126.862479087803
335991,둘둘치킨동대문점,Q05A08,후라이드/양념치킨,서울특별시,종로구,창신2동,창신동,서울특별시 종로구 창신길 18,37.5723722175474,127.010797719954
336046,아웃닭,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계2동,상계동,서울특별시 노원구 상계로3길 28,37.6573936528795,127.062609177392
336102,또봉이통닭,Q05A08,후라이드/양념치킨,서울특별시,강남구,도곡1동,도곡동,서울특별시 강남구 남부순환로365길 19,37.486799144278,127.03913323343299
336103,깐부치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,을지로동,을지로3가,서울특별시 중구 수표로 52-1,37.5658439546881,126.99002221536101
336104,돈치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,방배4동,방배동,서울특별시 서초구 서초대로 3-4,37.4859872810427,126.983047389605
336287,페리카나치킨응암점,Q05A08,후라이드/양념치킨,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암로 247,37.594217642493206,126.91783492088999
336308,페리카나고덕역점,Q05A08,후라이드/양념치킨,서울특별시,강동구,고덕1동,고덕동,서울특별시 강동구 동남로81길 58,37.5596068291799,127.153683070616
336387,신통치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 강서로12길 5-6,37.53183045566,126.847434627174
336582,신성치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,송정동,송정동,서울특별시 성동구 동일로 187,37.548919285398796,127.067421012163
336617,세상에서가장깨끗한치킨집,Q05A08,후라이드/양념치킨,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 10-7,37.5202985120769,126.974617818705
336676,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 삼성로51길 10-13,37.49737755473279,127.060417328648
336767,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계4동,중계동,서울특별시 노원구 덕릉로87길 13,37.6606714182544,127.074910631108
336789,맛닭꼬고척점,Q05A08,후라이드/양념치킨,서울특별시,구로구,고척2동,고척동,서울특별시 구로구 중앙로 101,37.5061562092088,126.860055958438
336858,또봉이통닭,Q05A08,후라이드/양념치킨,서울특별시,금천구,독산4동,독산동,서울특별시 금천구 독산로73길 6,37.4678940070569,126.90150335663799
336859,바른치킨,Q05A08,후라이드/양념치킨,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 가재울미래로 2,37.5733822057539,126.91548748605699
336860,큰집닭강정,Q05A08,후라이드/양념치킨,서울특별시,강북구,미아동,미아동,서울특별시 강북구 솔매로 90,37.6251141981676,127.022107400088
